5.0	79666
42.758620689655174	38605
80.51724137931035	16159
118.27586206896552	9889
156.0344827586207	6518
193.79310344827587	5278
231.55172413793105	4167
269.3103448275862	3321
307.0689655172414	2807
344.82758620689657	2443
382.58620689655174	2041
420.3448275862069	1909
458.1034482758621	1557
495.86206896551727	1456
533.6206896551724	1283
571.3793103448276	1213
609.1379310344828	1076
646.8965517241379	1004
684.6551724137931	913
722.4137931034483	845
760.1724137931035	825
797.9310344827586	707
835.6896551724138	685
873.448275862069	619
911.2068965517242	607
948.9655172413793	551
986.7241379310345	513
1024.4827586206898	504
1062.2413793103449	487
1100.0	216
