0.6989700043360189	109412
0.8912157818440023	106747
1.0834615593519858	117696
1.2757073368599694	83428
1.467953114367953	72230
1.6601988918759365	62414
1.8524446693839196	46753
2.0446904468919036	40965
2.2369362243998867	32886
2.4291820019078703	25739
2.621427779415854	19968
2.8136735569238374	16906
3.0059193344318205	12693
3.1981651119398045	10073
3.390410889447788	6908
3.582656666955771	4699
3.7749024444637547	3254
3.9671482219717387	2449
4.159393999479722	1834
4.351639776987706	1420
4.543885554495689	1197
4.736131332003672	980
4.928377109511656	813
5.120622887019639	583
5.312868664527622	423
5.505114442035607	269
5.69736021954359	154
5.889605997051573	59
6.081851774559557	21
6.27409755206754	4
