5.0	503193
41.724137931034484	161574
78.44827586206897	56936
115.17241379310344	32667
151.89655172413794	22629
188.6206896551724	16279
225.3448275862069	12497
262.0689655172414	9686
298.7931034482759	7780
335.51724137931035	6293
372.2413793103448	5638
408.9655172413793	4816
445.6896551724138	4319
482.41379310344826	3794
519.1379310344828	3338
555.8620689655172	3095
592.5862068965517	2834
629.3103448275862	2617
666.0344827586207	2451
702.7586206896551	2165
739.4827586206897	1969
776.2068965517242	1891
812.9310344827586	1721
849.6551724137931	1587
886.3793103448276	1432
923.1034482758621	1412
959.8275862068965	1366
996.551724137931	1180
1033.2758620689656	1150
1070.0	567
