1.0	752
1.2307692307692308	368
1.4615384615384617	455
1.6923076923076923	910
1.9230769230769231	827
2.1538461538461537	1023
2.3846153846153846	1283
2.6153846153846154	2303
2.8461538461538463	2096
3.076923076923077	2282
3.3076923076923075	4609
3.5384615384615383	3733
3.769230769230769	4497
4.0	7893
4.230769230769231	7062
4.461538461538462	7968
4.6923076923076925	16027
4.923076923076923	12210
5.153846153846154	14798
5.384615384615385	16731
5.615384615384615	29645
5.846153846153846	24765
6.076923076923077	28949
6.3076923076923075	52085
6.538461538461538	37798
6.769230769230769	43875
7.0	70150
7.230769230769231	52713
7.461538461538462	50728
7.6923076923076925	79577
7.923076923076923	47186
8.153846153846153	42569
8.384615384615385	33046
8.615384615384615	36588
8.846153846153847	16443
9.076923076923077	11160
9.307692307692308	10412
9.538461538461538	3817
9.76923076923077	3021
10.0	4207
