5.0	920916
71002.79310344828	2550
142000.58620689655	701
212998.37931034484	361
283996.1724137931	188
354993.9655172414	126
425991.7586206897	73
496989.5517241379	50
567987.3448275862	46
638985.1379310344	35
709982.9310344828	16
780980.724137931	15
851978.5172413794	9
922976.3103448276	12
993974.1034482758	7
1064971.896551724	6
1135969.6896551724	4
1206967.4827586208	3
1277965.2758620689	2
1348963.0689655172	2
1419960.8620689656	2
1490958.6551724137	3
1561956.448275862	1
1632954.2413793104	2
1703952.0344827587	0
1774949.8275862068	1
1845947.6206896552	0
1916945.4137931035	0
1987943.2068965517	0
2058941.0	2
